,coconut_id,SMILES,molecular_formula,molecular_weight,citationDOI,name,alogp,topoPSA,affinity
102,CNP0332069,O=C(OC)C12CC=3OC=CC3C(=C)C2(C)CCC1C,C16H20O3,260.328804207832,[],"methyl 4a,7-dimethyl-4-methylidene-4H,4aH,5H,6H,7H,7aH,8H-indeno[5,6-b]furan-7a-carboxylate",1.9852,35.53,17.662159
340,CNP0315115,OC1CC(C)(C)C2CCC3(O)CC4CC3(CCC4(O)C)C2(C)C1,C20H34O3,322.482918348545,[],"2,6,6,13-tetramethyltetracyclo[10.3.1.0¹,¹⁰.0²,⁷]hexadecane-4,10,13-triol",2.294100000000002,60.69,17.6569
245,CNP0172891,O=C(CC(O)C(CC=1C=CNC1)CC2=CC=C(O)C(OC)=C2CC3=CC=CC=4C=CC=CC43)C(C=5C=C(O)C=C(C5)CNC)(CO)CC6=CC=C(O)C(OC7CCCCC7)=C6,C51H58N2O8,827.0167402927106,[],"2-{[3-(cyclohexyloxy)-4-hydroxyphenyl]methyl}-1,5-dihydroxy-6-({4-hydroxy-3-methoxy-2-[(naphthalen-1-yl)methyl]phenyl}methyl)-2-{3-hydroxy-5-[(methylamino)methyl]phenyl}-7-(1H-pyrrol-3-yl)heptan-3-one",3.3924000000000016,160.73999999999998,17.655851
306,CNP0241739,O=C1CC(C)(C)C2CCC(=C)C(CCC(C)CCO)C2(C)C1,C20H34O2,306.4835134209756,[],"8-(5-hydroxy-3-methylpentyl)-4,4,8a-trimethyl-7-methylidene-decahydronaphthalen-2-one",4.041399999999999,37.3,17.652971
540,CNP0225089,O=C1OC2C(C1=C)CCC3(C(=O)C4CC4(C)C23)C,C15H18O3,246.3021868033924,"[Mata,Heterocycles,31,(1990),1111]",Ratibinolide,1.8719000000000003,43.370000000000005,17.648382
84,CNP0187146,O=C(O)C1N(C(=O)C(NC(=O)C(N2C(=O)NC=3C=CC=CC3C2=O)CC=4C=CC=CC4)CC(C)C)CCC1,C28H32N4O6,520.5779516260495,[],"1-{2-[2-(2,4-dioxo-1,2,3,4-tetrahydroquinazolin-3-yl)-3-phenylpropanamido]-4-methylpentanoyl}pyrrolidine-2-carboxylic acid",1.9962000000000024,136.12,17.642403
464,CNP0098520,O=C(OC1CCC2=CC(=C(O)C=3OC4CCCC4CCC32)CN5C(=O)CC6(C5)C(C=7C=CC=CC7)CCC6CN=C(N)NC8(SSCC9(CCCCC(O)C1)CCCC9)CCCC%108CCCC%10)C,C56H80N4O6S2,969.3918829058272,[],"13''-amino-24'',40''-dihydroxy-4''-oxo-7''-phenyltrispiro[bis(cyclopentane)-1,1':2',15''-[38]oxa-[16,17]dithia-[3,12,14]triazahexacyclo[27.11.1.1³,⁶.0⁶,¹⁰.0³⁰,³⁹.0³³,³⁷]dotetracontane-19'',1'''-cyclopentane]-1''(40''),12'',29''(41''),30''(39'')-tetraen-26''-yl acetate",9.200999999999992,197.31,17.62167
381,CNP0465289,OC1=CC=CC(=C1O)CCCCCCCC=CC=CC=CC(C2=CC=C(O)C(O)=C2CCCCCCCC=CC=CC=CCC)C,C42H58O4,626.9090910972692,[],,10.9674,80.92,17.617037
364,CNP0368794,O=C1OCC(=C1)C2CCC3(O)C4CCC5(O)CC(O)CCC5(C=NCCCO)C4CCC23C,C26H39NO6,461.5919554881461,[],"4-(3a,5a,7-trihydroxy-9a-{[(3-hydroxypropyl)imino]methyl}-11a-methyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl)-2,5-dihydrofuran-2-one",1.1225999999999952,119.58,17.60976
283,CNP0230790,O=C1C(=COC2=C(OC)C(OC)=CC(O)=C12)C=3C=CC(O)=CC3,C17H14O6,314.2901103643734,[],"5-hydroxy-3-(4-hydroxyphenyl)-7,8-dimethoxy-4H-chromen-4-one",-0.8213000000000001,85.22000000000001,17.60828
337,CNP0195639,O=C1OC2CC3=CCCC(C)C3(C)C(O)C2C1CNCCC4=CNC=5C=CC(OC)=CC54,C26H34N2O4,438.5601450709144,[],"4-hydroxy-3-({[2-(5-methoxy-1H-indol-3-yl)ethyl]amino}methyl)-4a,5-dimethyl-2H,3H,3aH,4H,4aH,5H,6H,7H,9H,9aH-naphtho[2,3-b]furan-2-one",1.0753999999999966,79.82000000000001,17.606174
157,CNP0406224,O=C1C=2C=CSC2N=CN1CC(=O)N3CC=4NC=5C=CC=CC5C4CC3,C19H16N4O2S,364.42274177650535,[],"3-(2-oxo-2-{1H,2H,3H,4H,9H-pyrido[3,4-b]indol-2-yl}ethyl)-3H,4H-thieno[2,3-d]pyrimidin-4-one",0.0371000000000008,90.31,17.603617
565,CNP0070315,O=C1OC(C)C(C)C1CC(=O)C(C(=O)OC)(C)CC,C14H22O5,270.32202377704635,[],"methyl 4-(4,5-dimethyl-2-oxooxolan-3-yl)-2-ethyl-2-methyl-3-oxobutanoate",1.9463999999999968,69.67,17.598526
361,CNP0117270,O=C(OC1CCC2(C)C3CC=C4C5C(C)C(C)CCC5(C)CCC4(C)C3(C)CCC2C1(C)C)CCCCCCCCC,C40H68O2,580.9682169868123,[],"4,4,6a,6b,8a,11,12,14b-octamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl decanoate",11.58869999999999,26.3,17.598282
436,CNP0133441,O=C(OC1C=CC(C2C3(OCC12C(OC(=O)C)C4C(OC(=O)CC)C(OC(=O)C(C)C)(C)CC4(OC(=O)C)C3OC(=O)C(C)C)C)C(OC(=O)C)(C)C)C,C39H56O15,764.8544561025168,[21928782],Euphorbiaproliferin A,2.754699999999992,193.33,17.586296
105,CNP0190308,O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCC(=O)N3CCN(C4=CC=C(F)C=C4)CC3,C27H31FN2O5,482.5448668537944,[],"6-{6-[4-(4-fluorophenyl)piperazin-1-yl]-3-methyl-6-oxohex-2-en-1-yl}-7-hydroxy-5-methoxy-4-methyl-1,3-dihydro-2-benzofuran-1-one",2.2744000000000018,79.31,17.584387
123,CNP0419181,O=C(NC1=NC(=CS1)C)CCC(C)C2CCC3C4CCC5CC(O)CCC5(C)C4CC(O)C23C,C28H44N2O3S,488.7277044682168,[],"4-{7,11-dihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}-N-(4-methyl-1,3-thiazol-2-yl)pentanamide",4.641399999999995,107.22,17.55236
304,CNP0197663,O=C(OCC1OC(OC(CC(=O)CCC2=CC=C(O)C(O)=C2)CCC3=CC=C(O)C(O)=C3)C(O)C(O)C1O)C=CC4=CC=C(OC)C(OC)=C4,C36H42O14,698.7116729310225,[n/a],"(6-{[1,7-bis(3,4-dihydroxyphenyl)-5-oxoheptan-3-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methyl 3-(3,4-dimethoxyphenyl)prop-2-enoate",-0.0074000000000072,221.89999999999995,17.539719
111,CNP0175670,O=C1C=2NC3=CC=C(OC)C=C3C2N=CN1CCOC,C14H15N3O3,273.287738266235,[],"8-methoxy-3-(2-methoxyethyl)-3H,4H,5H-pyrimido[5,4-b]indol-4-one",-1.281399999999998,63.16,17.521015
402,CNP0114596,O=C(N1CCC(N2CC3OC=4C=CC=CC4N(C(=O)C2C3)CC=5C=NC=CC5)CC1)C,C24H28N4O3,420.50503024088624,[],"12-(1-acetylpiperidin-4-yl)-9-[(pyridin-3-yl)methyl]-2-oxa-9,12-diazatricyclo[9.2.1.0³,⁸]tetradeca-3,5,7-trien-10-one",-0.6236000000000008,65.45,17.516575
583,CNP0445757,O=C(NC1CN(CC2=NC=CC=C2)CCCC1O)C3=CC=C(OCC=4C(=NOC4C)C)C=C3,C25H30N4O4,450.5310525728952,[],,0.3334999999999992,95.75,17.496208
25,CNP0475108,O=C(NN1C=NN=C1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H3F9N4O,330.1108202747068,[],,1.6063999999999998,57.06,17.48753
218,CNP0362133,O=C(NC1CC(NC(C)(C)C1)(C)C)C=2N=C(C=3C=CC=4OCOC4C3)C=5NC=6C=CC=CC6C5C2,C28H30N4O3,470.56385533568977,[],"1-(2H-1,3-benzodioxol-5-yl)-N-(2,2,6,6-tetramethylpiperidin-4-yl)-9H-pyrido[3,4-b]indole-3-carboxamide",0.1966999999999965,83.98,17.486816
335,CNP0392516,O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCC(=O)NC3=NC(=CS3)CC(=O)OCC,C24H28N2O7S,488.5553285301299,[],"ethyl 2-{2-[6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3-dihydro-2-benzofuran-5-yl)-4-methylhex-4-enamido]-1,3-thiazol-4-yl}acetate",2.283300000000001,148.82,17.476507
450,CNP0403446,O=C1C=C2C(=CC=C1NCCCC(=O)NCCCOC(C)C)C3=C(OC)C(OC)=C(OC)C=C3CCC2NC(=O)C,C31H43N3O7,569.6902093290306,[],"4-({10-acetamido-3,4,5-trimethoxy-13-oxotricyclo[9.5.0.0²,⁷]hexadeca-1(16),2(7),3,5,11,14-hexaen-14-yl}amino)-N-[3-(propan-2-yloxy)propyl]butanamide",-0.2146000000000061,124.22000000000004,17.457197
244,CNP0466717,O=C1OC=2C=C3OC4(CC3=CC2C=C1)C(C=CCC4(OC(=O)C(=CC)C)C)C=5C=C(N)NCC5,C27H28N2O5,460.522641372317,[],,2.375299999999997,99.88,17.456656
440,CNP0217653,O=C(OC1C2OC2(C)C(OC(=O)C(=CC)C)CC3OC3(C(=O)CC1C(=C)C)C)C(=CC)C,C25H34O7,446.5342175427625,"[Klasek,Collect.Czech.Chem.Commun.,36,(1971),2205, Bohlmann,Chem.Ber.,110,(1977),2640]",Ligularinone A,3.715399999999996,94.73,17.438831
270,CNP0043182,N=1C=NN2C=C(OC12)C=C,C6H5N3O,135.12363369853438,[],"5-ethenyl-[1,2,4]triazolo[3,2-b][1,3]oxazole",0.2475000000000002,37.19,17.434147
8,CNP0407991,O=C(O)CC1CCCC(NC1CCCC2NC(CC#CC=3C(=CC=CC3CCC(C=CC(O)C(O)CCCC)=C2CC(O)CO)CC)C(O)(C)CC4=CC=C(O)C=C4)C,C49H72N2O8,817.1064390526956,[],"2-(2-{3-[8-(3,4-dihydroxyoct-1-en-1-yl)-7-(2,3-dihydroxypropyl)-14-ethyl-4-[2-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]-1,2-didehydro-3,4,5,6,9,10-hexahydro-5-benzazacyclododecin-6-yl]propyl}-7-methylazepan-3-yl)acetic acid",6.682199999999996,182.74,17.429165
12,CNP0160811,O=C1OC(C(=C1)C=2C=CC(O)=CC2OC)CC3=CC=C(O)C=C3,C18H16O5,312.3173228412436,[],"4-(4-hydroxy-2-methoxyphenyl)-5-[(4-hydroxyphenyl)methyl]-2,5-dihydrofuran-2-one",1.2426999999999997,75.99000000000001,17.403414
345,CNP0199656,O=C(O)CC(O)(C)CC(=O)OCC1OC(OC=2C=NC=3C=CC(=O)N4C5=CC=CC=C5C2C34)C(OC6OCC(O)(CO)C6O)C(O)C1O,C31H34N2O15,674.6072787581174,[],"5-[(5-{[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-3,4-dihydroxy-6-({2-oxo-1,6-diazatetracyclo[7.6.1.0⁵,¹⁶.0¹⁰,¹⁵]hexadeca-3,5(16),6,8,10(15),11,13-heptaen-8-yl}oxy)oxan-2-yl)methoxy]-3-hydroxy-3-methyl-5-oxopentanoic acid",-3.7632,254.57,17.402872
230,CNP0411781,O=C(NC1=CCC2(C)C(CCC3C4CCC(C(N(C)C)C)C4(C)CCC32)C1O)C=5C=CC=CC5,C30H44N2O2,464.6836863411854,[],(+)-(20S)-3-(Benzoylamino)-20-(Dimethylamino)-5Alpha-Pregn-2-En-4Beta-Ol,4.519399999999999,52.57000000000001,17.35977
599,CNP0277592,O=C(O)C=C(CN=C(N)N)C(NC1=CC=CN1)CCCCCCCCCCCCCO,C23H41N5O3,435.6042273508695,[],3-{[(diaminomethylidene)amino]methyl}-17-hydroxy-4-[(1H-pyrrol-2-yl)amino]heptadec-2-enoic acid,3.448499999999997,145.98999999999998,17.342484
14,CNP0083137,O=C(O)C=CCCCCCCCC(OC1OC(C)C(OC(=O)C2=CNC=3C=CC=CC32)CC1O)C,C27H37NO7,487.5862148048519,[22239548],Icas#19,3.3906000000000014,114.32,17.318548
454,CNP0027879,O=C1OC(=CC1=CC=2OC(=CC2)C)CC(C)C,C14H16O3,232.27556939895285,[],"3-[(5-methylfuran-2-yl)methylidene]-5-(2-methylpropyl)-2,3-dihydrofuran-2-one",2.2007,35.53,17.29742
548,CNP0262981,OCC1OC(OC2CC3C4(C)CC(O)C(C(C)CCC(O)C(O)(C)C)C4(C)CCC53CC65CCC(OC7OCC(O)C(OC8OCC(O)C(O)C8O)C7O)C(C)(C)C26)C(O)C(O)C1O,C46H78O18,919.102518746908,"[Bedir,J.Nat.Prod.,61,(1998),1469]",Brachyoside A,-1.0725000000000051,298.14,17.288755
379,CNP0109003,O=C(C=CCC(O)(C)C1CCC2(C)C1CCC3C4(C)CCC(=O)C(C)(C)C4C(O)CC32C)C,C29H46O4,458.6742353931158,[],"5-hydroxy-1-(2-hydroxy-6-oxohept-4-en-2-yl)-3a,3b,6,6,9a-pentamethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-7-one",3.9516999999999984,74.6,17.27915
124,CNP0119172,O=C(O)C12C(=CCC3C4(C)CCC(O)C(C)(C)C4CCC31C)C5CC(C)(C)C(O)CC5(C)CC2,C30H48O4,472.7008527975554,[],"3,10-dihydroxy-2,2,4a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-6a-carboxylic acid",5.319999999999996,77.76,17.271286
353,CNP0416852,OCCC1CCC2CC(CC3(O)CCCCC3)C4(O)C(OC5=CC=C(C=C5)CC=C)OC(C1O)C2(O)C4O,C30H44O8,532.6667094925299,[],"12-[(1-hydroxycyclohexyl)methyl]-6-(2-hydroxyethyl)-2-[4-(prop-2-en-1-yl)phenoxy]-3-oxatricyclo[7.2.2.0⁴,¹⁰]tridecane-1,5,10,11-tetrol",2.0100999999999973,139.84,17.262106
301,CNP0241559,O=C(OC1CCC2(C)C3C(=O)CC4C(O)C3(C(=O)C4COCC)C(O)CC2C1(C)C)C,C24H36O7,436.5393631536261,[],"14-(ethoxymethyl)-2,16-dihydroxy-5,5,9-trimethyl-11,15-dioxotetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-6-yl acetate",0.3530999999999997,110.13000000000002,17.249691
82,CNP0235494,O=C1OC23C(C=CC(N4CCCC4C2O)C3)=C1,C13H15NO3,233.26359595537505,[],Secuamamine A,0.4820999999999993,49.77,17.249084
389,CNP0065805,N#CC=1C=CC=CC1S(=O)(=O)NC2=CC=C3N(C2=O)CC4CN(C(=O)C=5C=CC=CC5)CC3C4,C25H22N4O4S,474.5336115353268,[],"N-{11-benzoyl-6-oxo-7,11-diazatricyclo[7.3.1.0²,⁷]trideca-2,4-dien-5-yl}-2-cyanobenzene-1-sulfonamide",-0.0350000000000014,118.96,17.237041
578,CNP0026214,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCCCCC)CO)CCCC=CCC=CCC=CCC=CCC=CCC,C43H68O5,664.9986394598844,[],"3-hydroxy-2-(icosa-8,11,14-trienoyloxy)propyl icosa-5,8,11,14,17-pentaenoate",12.6379,72.83,17.236439
369,CNP0233724,O=C(OCCCC1=CC=C(O)C(OC)=C1)C=CC2=CC=C(O)C=C2,C19H20O5,328.3598217533348,[],3-(4-hydroxy-3-methoxyphenyl)propyl 3-(4-hydroxyphenyl)prop-2-enoate,1.9565,75.99000000000001,17.226545
299,CNP0125990,OC1C=C2CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,C28H48O,400.6811662212712,"[Mathur,Plant J.,14,(1998),593]",(24R)-24-Methylcholest-4-En-3-Beta-Ol,7.7629,20.23,17.208643
342,CNP0169707,O=C(OC1CCC2(OC2)C3C(OC(=O)C)C4(O)C(OC(=O)C4C)C=C(C)CCC(OC(=O)CC)C13C)C,C27H38O10,522.5856671343498,"[Sung,J.Nat.Prod.,63,(2000),1483]",Junceellolide F,1.9305999999999963,137.96,17.174572
428,CNP0433946,OC1CC2=CCC3(O)C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,C28H48O2,416.6805711488406,[],,6.546699999999998,40.46,17.139544
317,CNP0313856,O1C=C(C=2C=C(C3=C(C12)C(C)CCC3)C)C,C15H18O,214.3033769482536,"[Wang,J.Nat.Prod.,70,(2007),1259, Tada,Bull.Chem.Soc.Jpn.,50,(1977),463]",(+)-Farfugin A,3.1318999999999986,9.23,17.137106
585,CNP0478170,O=C(NC(C)(C(F)(F)F)C(F)(F)F)N(C)C1CCCCC1,C12H18F6N2O,320.2749949919616,[],,3.6824,32.34,17.134228
267,CNP0259697,O=C(O)C1=CCCC2C1(C)C(O)CC(C)C2(C)CCC(O)(C=C)C,C20H32O4,336.4664417684628,[],"8-hydroxy-5-(3-hydroxy-3-methylpent-4-en-1-yl)-5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",3.252899999999998,77.76,17.1296
447,CNP0205507,O=C1C(O)=C(OC)C(=O)C=2C(O)=C(C(C(=O)C)=C(O)C12)C,C14H12O7,292.2414260939272,[],"6-acetyl-3,5,8-trihydroxy-2-methoxy-7-methyl-1,4-dihydronaphthalene-1,4-dione",-1.2386,121.13,17.11768
562,CNP0187260,N=1N=C2C=3C=C(OC)C(OC)=CC3CC(N2C1C=4SC=CC4)(C)C,C18H19N3O2S,341.4291249341587,[],"8,9-dimethoxy-5,5-dimethyl-3-(thiophen-2-yl)-5H,6H-[1,2,4]triazolo[3,4-a]isoquinoline",1.0468000000000004,71.72000000000001,17.103819
10,CNP0466333,O=C([O-])C1=C2CC3CCC45CCCCC(=O)C1(O)CC24C63C(CNCCO)CC[NH+](C(=N)NC)C6CC5,C28H42N4O5,514.6579542367382,[],,-1.1984000000000028,150.01,17.097927
309,CNP0079828,O=C(NCCS(=O)(=O)O)CCC(C)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,C26H45NO8S2,563.7705798523157,[17108237],Taurolithocholate Sulfate,3.2184999999999984,163.82999999999998,17.097834
191,CNP0211030,O=C1C(O)=C(OC2=CC(O)=C(OC)C(O)=C12)C=3C=CC(=C(O)C3)C,C17H14O7,330.2895152919428,[],"3,5,7-trihydroxy-2-(3-hydroxy-4-methylphenyl)-6-methoxy-4H-chromen-4-one",-0.7326999999999981,116.45000000000002,17.08013
358,CNP0234156,O=C1OC=2C=C3C(=CC2C(=C1)C=4OC=5C=CC=CC5C4NC(=O)C=6C=C(OC)C=C(OC)C6)CCC3,C29H23NO6,481.49711111729744,[],"3,5-dimethoxy-N-(2-{2-oxo-2H,6H,7H,8H-cyclopenta[g]chromen-4-yl}-1-benzofuran-3-yl)benzamide",1.572799999999999,83.09,17.046667
303,CNP0320760,O=C1C2=C(O)C(=C(O)C=C2OC(C3=CC=C(O)C(OC)=C3)C1)C,C17H16O6,316.30599187202495,[],"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methyl-3,4-dihydro-2H-1-benzopyran-4-one",-0.2061999999999995,96.22,17.044239
431,CNP0006492,O=C(O)C(CCCCCCC(O)CCCCCCC)C(O)CCC1(O)CCC(CC=2C=CN=C(N)C2)C1,C30H52N2O5,520.7454271544999,[],2-(3-{3-[(2-aminopyridin-4-yl)methyl]-1-hydroxycyclopentyl}-1-hydroxypropyl)-9-hydroxyhexadecanoic acid,5.493699999999996,136.37,17.044197
273,CNP0463782,OC1=CC=C(C=CC=2C=3C=CC=C(O)C3C(O)=C(O)C2CCC4=CC=C(C=C4)CNCC5(C6=NCN=C6)CCCC78CCCC8CCC(O)C57)C=C1O,C44H49N3O6,715.8780155826598,[],,4.138599999999998,158.13,17.033834
295,CNP0452822,O=C1OCC2C(C=C3C=CCC4C(C=CC2C34)CCCC(C)(CC=5C=CC(N)NC5)CC=6C=CC=C7C(=O)C8(OC18C(=O)C76)CC(=C(C)CC9C%10=CCNC=%11NC(NC)CC(C%11%10)CC9)CO)NCC,C57H72N6O6,937.2203292000048,[],,4.689799999999996,179.36999999999998,17.020943
142,CNP0269745,O=C(O)C(NC(=O)NC1=CC=CC(=C1C)C)CC=2C=CC=CC2,C18H20N2O3,312.3636824154799,[],"2-{[(2,3-dimethylphenyl)carbamoyl]amino}-3-phenylpropanoic acid",2.2533000000000003,78.43,17.018364
376,CNP0200000,OC(C)(C)C1OC2(OC1C(CC2)C(C)C)C,C13H24O3,228.32835953277112,[],"2-[5-methyl-2-(propan-2-yl)-6,8-dioxabicyclo[3.2.1]octan-7-yl]propan-2-ol",1.6631999999999982,38.69,17.013216
321,CNP0409053,O=C1C=C2C(=CC=C1NCCCC(=O)NC(C(=O)OC)CC3=CNC=4C=CC=CC43)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C,C37H42N4O8,670.7527920905382,[],"methyl 2-[4-({10-acetamido-3,4,5-trimethoxy-13-oxotricyclo[9.5.0.0²,⁷]hexadeca-1(16),2(7),3,5,11,14-hexaen-14-yl}amino)butanamido]-3-(1H-indol-3-yl)propanoate",-0.6008999999999997,153.32000000000002,17.006027
175,CNP0265125,O=C(NC1=CC(N)=C2N=CC3=CC(=NC1=C32)C(=O)CCO)C(C)C,C17H18N4O3,326.35047142511235,[],"N-[11-amino-6-(3-hydroxypropanoyl)-2,7-diazatricyclo[6.3.1.0⁴,¹²]dodeca-1(11),2,4,6,8(12),9-hexaen-9-yl]-2-methylpropanamide",-1.4736999999999982,117.14,17.003998
422,CNP0005239,O=S(=O)(NCC1OCC(NC2CCCCC2)C1O)C3=CC=C(C=C3)C,C18H28N2O4S,368.4926983666936,[],N-{[4-(cyclohexylamino)-3-hydroxyoxolan-2-yl]methyl}-4-methylbenzene-1-sulfonamide,1.1606999999999998,96.04,16.99569
93,CNP0360873,O=C(OC1=CC=2OC=C(C(=O)C2C=C1CCC)C=3C=CC=4OCOC4C3)C,C21H18O6,366.3648169668286,[],"3-(2H-1,3-benzodioxol-5-yl)-4-oxo-6-propyl-4H-chromen-7-yl acetate",0.9366000000000008,71.06,16.992794
128,CNP0447612,O=C1C=2C=CC=CC2NC(=O)C3N1CCN(C(=O)CNC)C3,C15H18N4O3,302.3289996315364,[],,-1.5691000000000002,81.75,16.98251
416,CNP0115614,OCC1OC(OC2CCC3(C)C(CCC4(C)C3CCC5C6C(O)(C)C(OC76OCC54C7)CC(C(=C)C)C)C2(C)C)C(OC8OC(C)C(O)C(O)C8O)C(OC9OC(COC%10OCC(O)C(O)C%10O)C(O)C(O)C9O)C1O,C54H88O22,1089.2654331697472,[],"2-[(2-{[17-(2,3-dimethylbut-3-en-1-yl)-16-hydroxy-2,6,6,10,16-pentamethyl-18,20-dioxahexacyclo[17.2.1.0¹,¹⁴.0²,¹¹.0⁵,¹⁰.0¹⁵,¹⁹]docosan-7-yl]oxy}-5-hydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-4-yl)oxy]-6-{[(3,4,5-trihydroxyoxan-2-yl)oxy]methyl}oxane-3,4,5-triol",-0.6318999999999977,335.06,16.975393
274,CNP0411405,O=C1C=2C=CC=CC2OC=C1C(C=3C=C4OCOC4=CC3O)CC(=O)NCCN5C=NC=C5,C24H21N3O6,447.440956539778,[],"3-(6-hydroxy-2H-1,3-benzodioxol-5-yl)-N-[2-(1H-imidazol-1-yl)ethyl]-3-(4-oxo-4H-chromen-3-yl)propanamide",-2.1914,109.69,16.970642
597,CNP0276157,O=C(NN(C(=O)C=1C=C(C=C(C1)C)C)C(C)(C)C)C2=CC=C(C=C2)CC,C22H28N2O2,352.4707471056688,[n/a],"N'-tert-butyl-N'-(3,5-dimethylbenzoyl)-4-ethylbenzohydrazide",3.871399999999997,49.41,16.960423
320,CNP0234536,O=C(O)C=CC=1C=C(C(O)=C(C1)CCC(O)(C)C)CC=C(C)C,C19H26O4,318.4080613487201,[],3-[4-hydroxy-3-(3-hydroxy-3-methylbutyl)-5-(3-methylbut-2-en-1-yl)phenyl]prop-2-enoic acid,3.4051,77.76,16.9505
197,CNP0357028,O=C1C(O)=C(C(=O)C(=C1C)CC2=C(OC)C(=C(O)C=C2C)C)C,C18H20O5,316.3490858565468,[],"2-hydroxy-5-[(4-hydroxy-2-methoxy-3,6-dimethylphenyl)methyl]-3,6-dimethylcyclohexa-2,5-diene-1,4-dione",2.037200000000001,83.83,16.940472
596,CNP0356857,O=C(C=CC=1C=CC=CC1)NC(NC(=O)C(=CC)C)CCCO,C18H24N2O3,316.3954454307831,[],N-[4-hydroxy-1-(3-phenylprop-2-enamido)butyl]-2-methylbut-2-enamide,1.8221,78.43,16.940285
209,CNP0096628,O=C1OCC(=C1)CCC2(O)C3(C#CCCC(=O)OC(C3)C4C(C)(CCCC42CCCC(C)CCCC=5C=CC=CC5)C6CCCCC6)C,C43H60O5,656.9351134292782,[],"3-cyclohexyl-8-hydroxy-3,9-dimethyl-7-(4-methyl-7-phenylheptyl)-8-[2-(5-oxo-2,5-dihydrofuran-3-yl)ethyl]-15-oxatricyclo[7.6.1.0²,⁷]hexadec-10-yn-14-one",10.027699999999992,72.83,16.936167
493,CNP0442776,O=C(OCC=1C=CC=CC1)C2N(C(=O)C(N)C)CCC2,C15H20N2O3,276.331474725116,[],,0.7362999999999987,72.63,16.935324
365,CNP0123522,OC1=CC=C(C=C1)C(OC)C2COC(C3=CC=C(O)C=C3)C2CO,C19H22O5,330.3757032609864,"[Mei,J.Nat.Prod.,72,(2009),623]",Chushizisin G,0.2838000000000015,79.15,16.929249
553,CNP0118269,O=C1C=C2C(C3=CC(O)=C(C=C13)C)=C(C(=O)C2(C)C)C=4C(=O)C(C5=CC(=O)C=6C=C(C(O)=CC6C45)C)(C)C,C32H26O6,506.5464378621028,[],Neoboutomannin,3.2617999999999987,108.74,16.919233
130,CNP0404384,O=C1OC2CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6OC7OC(C)C(O)C(O)C7O)CCC5(C)C4CCC3(C)C2C1=C,C34H50O12,650.7549173129141,[],"16-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-9,13-dimethyl-7-methylidene-5-oxapentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icos-18-en-6-one",1.0555999999999974,184.6,16.914267
21,CNP0394279,O=C(OC)C(NC(=O)N1CC=2NC=3C=CC=CC3C2CC1)C(C)C,C18H23N3O3,329.3942078839933,[],"methyl 3-methyl-2-({1H,2H,3H,4H,9H-pyrido[3,4-b]indole-2-carbonyl}amino)butanoate",1.0224000000000009,70.67,16.903694
310,CNP0458245,[O-][NH+](O)C1=CC=C(OCC#CC2C3=C(OC)C=4OCOC4C=C3CCN2C)C=C1,C21H22N2O6,398.4099863962037,[],,-0.2829000000000015,87.89000000000001,16.902092
